eleccion,region_continente,provincia_pais,distrito_ciudad,local_de_votacion,numero_de_mesa,mesa_key
Presidencial segunda vuelta,CAJAMARCA,JAEN,JAEN,IE 16042 FRANCISCO BOLOGNESI,013701,CAJAMARCA | JAEN | JAEN | IE 16042 FRANCISCO BOLOGNESI | 013701
Presidencial segunda vuelta,CAJAMARCA,JAEN,JAEN,IE 16042 FRANCISCO BOLOGNESI,013702,CAJAMARCA | JAEN | JAEN | IE 16042 FRANCISCO BOLOGNESI | 013702
Presidencial segunda vuelta,CAJAMARCA,JAEN,JAEN,IE 16042 FRANCISCO BOLOGNESI,013703,CAJAMARCA | JAEN | JAEN | IE 16042 FRANCISCO BOLOGNESI | 013703
Presidencial segunda vuelta,CAJAMARCA,JAEN,JAEN,IE 16042 FRANCISCO BOLOGNESI,013704,CAJAMARCA | JAEN | JAEN | IE 16042 FRANCISCO BOLOGNESI | 013704
Presidencial segunda vuelta,CAJAMARCA,JAEN,JAEN,IE 16042 FRANCISCO BOLOGNESI,013705,CAJAMARCA | JAEN | JAEN | IE 16042 FRANCISCO BOLOGNESI | 013705
Presidencial segunda vuelta,CAJAMARCA,JAEN,JAEN,IE 16042 FRANCISCO BOLOGNESI,013706,CAJAMARCA | JAEN | JAEN | IE 16042 FRANCISCO BOLOGNESI | 013706
Presidencial segunda vuelta,CAJAMARCA,JAEN,JAEN,IE 16042 FRANCISCO BOLOGNESI,013707,CAJAMARCA | JAEN | JAEN | IE 16042 FRANCISCO BOLOGNESI | 013707
Presidencial segunda vuelta,CAJAMARCA,JAEN,JAEN,IE 16042 FRANCISCO BOLOGNESI,013708,CAJAMARCA | JAEN | JAEN | IE 16042 FRANCISCO BOLOGNESI | 013708
Presidencial segunda vuelta,CAJAMARCA,JAEN,JAEN,IE 16042 FRANCISCO BOLOGNESI,013709,CAJAMARCA | JAEN | JAEN | IE 16042 FRANCISCO BOLOGNESI | 013709
Presidencial segunda vuelta,JUNIN,HUANCAYO,PILCOMAYO,IE 30117 SAN JUAN BAUTISTA,025270,JUNIN | HUANCAYO | PILCOMAYO | IE 30117 SAN JUAN BAUTISTA | 025270
Presidencial segunda vuelta,JUNIN,HUANCAYO,PILCOMAYO,IE 30117 SAN JUAN BAUTISTA,025271,JUNIN | HUANCAYO | PILCOMAYO | IE 30117 SAN JUAN BAUTISTA | 025271
Presidencial segunda vuelta,JUNIN,HUANCAYO,PILCOMAYO,IE 30117 SAN JUAN BAUTISTA,025272,JUNIN | HUANCAYO | PILCOMAYO | IE 30117 SAN JUAN BAUTISTA | 025272
Presidencial segunda vuelta,JUNIN,HUANCAYO,PILCOMAYO,IE 30117 SAN JUAN BAUTISTA,025273,JUNIN | HUANCAYO | PILCOMAYO | IE 30117 SAN JUAN BAUTISTA | 025273
Presidencial segunda vuelta,JUNIN,HUANCAYO,PILCOMAYO,IE 30117 SAN JUAN BAUTISTA,025274,JUNIN | HUANCAYO | PILCOMAYO | IE 30117 SAN JUAN BAUTISTA | 025274
Presidencial segunda vuelta,JUNIN,HUANCAYO,PILCOMAYO,IE 30117 SAN JUAN BAUTISTA,025275,JUNIN | HUANCAYO | PILCOMAYO | IE 30117 SAN JUAN BAUTISTA | 025275
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044168,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044168
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044169,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044169
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044170,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044170
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044171,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044171
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044172,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044172
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044173,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044173
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044174,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044174
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044175,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044175
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044176,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044176
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044177,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044177
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044178,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044178
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044179,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044179
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044180,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044180
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044181,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044181
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044182,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044182
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044183,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044183
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044184,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044184
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044185,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044185
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044186,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044186
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044187,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044187
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044188,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044188
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044189,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044189
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044190,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044190
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044191,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044191
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044192,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044192
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,044193,LIMA | LIMA | LURIGANCHO | COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE | 044193
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044194,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044194
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044195,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044195
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044196,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044196
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044197,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044197
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044198,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044198
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044199,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044199
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044200,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044200
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044201,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044201
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044202,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044202
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044203,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044203
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044204,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044204
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044205,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044205
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044206,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044206
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044207,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044207
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044208,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044208
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044209,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044209
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044210,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044210
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044211,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044211
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044212,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044212
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044213,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044213
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044214,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044214
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044215,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044215
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044216,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044216
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044217,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044217
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044218,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044218
Presidencial segunda vuelta,LIMA,LIMA,LURIGANCHO,IEP NUEVO MUNDO,044219,LIMA | LIMA | LURIGANCHO | IEP NUEVO MUNDO | 044219
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083377,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083377
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083378,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083378
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083379,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083379
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083380,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083380
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083381,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083381
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083382,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083382
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083383,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083383
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083384,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083384
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083385,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083385
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083386,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083386
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083387,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083387
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083388,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083388
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083389,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083389
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083390,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083390
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083391,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083391
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083392,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083392
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083393,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083393
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083394,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083394
Presidencial segunda vuelta,CALLAO,CALLAO,VENTANILLA,IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA,083395,CALLAO | CALLAO | VENTANILLA | IE 3720 PARROQUIAL NUESTRA SENORA DE LA MISERICORDIA | 083395
